latitude	longitude	store_name	code	location	imei
3.27833	32.88667	Kitgum	UG	Africa/Kampala	8630330696303481735
40.67705	-73.89125	Cypress Hills	US	America/New_York	359043379931766064
51.42708	-0.91979	Lower Earley	GB	Europe/London	863033069630348735
-2.13404	-79.59415	Milagro	EC	America/Guayaquil	863033069630348321
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	359043379931766924
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303481164
44.27804	-88.27205	Kaukauna	US	America/Chicago	3590433799317662360
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	8630330696303481875
41.92361	20.91361	Bogovinje	MK	Europe/Skopje	8630330696303482212
45.53929	-122.38731	Troutdale	US	America/Los_Angeles	3590433799317661008
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303482469
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	359043379931766213
36.64852	51.49621	Nowshahr	IR	Asia/Tehran	8630330696303481479
33.52253	-117.70755	Laguna Niguel	US	America/Los_Angeles	8630330696303481164
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	3590433799317662170
20.28527	-103.42897	Jocotepec	MX	America/Mexico_City	863033069630348784
34.25	135.31667	Iwade	JP	Asia/Tokyo	3590433799317661032
5.90702	116.10146	Donggongon	MY	Asia/Kuching	863033069630348594
42.06166	-1.60452	Tudela	ES	Europe/Madrid	8630330696303482170
37.65181	120.33063	Longgang	CN	Asia/Shanghai	863033069630348438
11.8659	34.3869	Ar Ruseris	SD	Africa/Khartoum	8630330696303482139
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	8630330696303481040
52.66277	-2.01111	Great Wyrley	GB	Europe/London	8630330696303481735
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	3590433799317661719
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	863033069630348701
55.67938	12.53463	Frederiksberg	DK	Europe/Copenhagen	359043379931766031
34.25628	-78.04471	Leland	US	America/New_York	3590433799317661131
52.14	5.58472	Barneveld	NL	Europe/Amsterdam	863033069630348461
47.64995	-117.23991	Opportunity	US	America/Los_Angeles	8630330696303481529
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	863033069630348651
43.82634	144.09638	Motomachi	JP	Asia/Tokyo	3590433799317661339
44.99012	-123.02621	Keizer	US	America/Los_Angeles	8630330696303481446
46.1351	-60.1831	Sydney	CA	America/Glace_Bay	8630330696303481784
28.71271	77.656	Pilkhua	IN	Asia/Kolkata	3590433799317662105
32.42067	-104.22884	Carlsbad	US	America/Denver	3590433799317661958
38.58894	-89.99038	Fairview Heights	US	America/Chicago	359043379931766619
52.2	8.63333	Kirchlengern	DE	Europe/Berlin	359043379931766395
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	359043379931766387
42.8139	-1.64295	Segundo Ensanche	ES	Europe/Madrid	3590433799317662006
-12.91667	-39.25	Muritiba	BR	America/Bahia	8630330696303481503
40.49748	44.7662	Hrazdan	AM	Asia/Yerevan	8630330696303482105
10.10649	76.35484	Alwaye	IN	Asia/Kolkata	359043379931766577
32.17629	75.06583	Fazilpur	PK	Asia/Karachi	3590433799317661255
-19.7625	-44.31389	Esmeraldas	BR	America/Sao_Paulo	3590433799317661727
36.82167	128.63083	Eisen	KR	Asia/Seoul	3590433799317661784
44.92801	4.8951	Valence	FR	Europe/Paris	3590433799317661727
40.81	-73.9625	Morningside Heights	US	America/New_York	863033069630348263
45.39402	9.29109	San Giuliano Milanese	IT	Europe/Rome	3590433799317661735
40.2737	-76.88442	Harrisburg	US	America/New_York	3590433799317661248
52.41667	0.75	Thetford	GB	Europe/London	863033069630348131
28.88162	120.03308	Guli	CN	Asia/Shanghai	359043379931766502
35.8	137.23333	Gero	JP	Asia/Tokyo	359043379931766106
41.27194	123.17306	Liaoyang	CN	Asia/Shanghai	3590433799317661990
38.10558	-1.86343	Caravaca	ES	Europe/Madrid	8630330696303482253
9.92787	-84.13722	San Rafael	CR	America/Costa_Rica	3590433799317662212
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	8630330696303482071
37.58105	29.26639	Serinhisar	TR	Europe/Istanbul	3590433799317662220
51.38673	0.30367	Hartley	GB	Europe/London	863033069630348115
51.21187	4.25633	Beveren	BE	Europe/Brussels	8630330696303481958
45.51667	4.86667	Vienne	FR	Europe/Paris	359043379931766254
19.8173	-97.35992	Teziutlan	MX	America/Mexico_City	359043379931766569
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	863033069630348990
-4.83	29.65806	Mwandiga	TZ	Africa/Dar_es_Salaam	863033069630348677
16.455	120.5875	La Trinidad	PH	Asia/Manila	3590433799317661271
53.83333	-2.98333	Poulton-le-Fylde	GB	Europe/London	3590433799317661248
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	359043379931766916
53.63333	9.85	Halstenbek	DE	Europe/Berlin	8630330696303481867
41.72059	-87.70172	Evergreen Park	US	America/Chicago	359043379931766494
36.46917	10.78222	Beni Khiar	TN	Africa/Tunis	8630330696303481396
45.40008	-73.58248	Sainte-Catherine	CA	America/Toronto	8630330696303481792
12.95629	78.27539	Robertsonpet	IN	Asia/Kolkata	8630330696303481743
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	863033069630348669
42	21.32778	Saraj	MK	Europe/Skopje	359043379931766478
3.27833	32.88667	Kitgum	UG	Africa/Kampala	863033069630348271
40.5576	-74.28459	Woodbridge	US	America/New_York	3590433799317661685
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317661941
31.78336	35.23388	East Jerusalem	PS	Asia/Hebron	359043379931766833
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	863033069630348040
-3.74912	-73.25383	Iquitos	PE	America/Lima	8630330696303481172
36.06386	4.62744	El Achir	DZ	Africa/Algiers	3590433799317661859
50.72043	11.34046	Rudolstadt	DE	Europe/Berlin	8630330696303481990
38.40917	112.73333	Xinzhou	CN	Asia/Shanghai	359043379931766262
51.40148	-1.32471	Newbury	GB	Europe/London	8630330696303481941
48.975658	14.480255	České Budějovice	CZ	Europe/Prague	3590433799317661156
-8.43333	114.33333	Muncar	ID	Asia/Jakarta	3590433799317661412
40.72816	-74.07764	Jersey City	US	America/New_York	359043379931766072
2.2139	102.3278	Kampung Ayer Molek	MY	Asia/Kuala_Lumpur	8630330696303481925
40.60538	-73.75513	Far Rockaway	US	America/New_York	8630330696303482105
56.9083	60.8019	Beryozovsky	RU	Asia/Yekaterinburg	359043379931766452
48.21644	9.02596	Albstadt	DE	Europe/Berlin	3590433799317662006
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	863033069630348578
54.39635	24.04142	Alytus	LT	Europe/Vilnius	8630330696303481461
-6.91806	106.92667	Sukabumi	ID	Asia/Jakarta	359043379931766668
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	359043379931766684
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	8630330696303481651
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	359043379931766601
48.98333	2.61667	Mitry-Mory	FR	Europe/Paris	359043379931766767
36.92574	14.72443	Ragusa	IT	Europe/Rome	8630330696303481222
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	863033069630348149
-1.26753	116.82887	Balikpapan	ID	Asia/Makassar	3590433799317661198
38.37255	34.02537	Aksaray	TR	Europe/Istanbul	8630330696303481404
38.55632	69.01354	Vahdat	TJ	Asia/Dushanbe	863033069630348628
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	359043379931766320
36	139.55722	Okegawa	JP	Asia/Tokyo	3590433799317662451
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	359043379931766569
-4.42472	-41.45861	Pedro II	BR	America/Fortaleza	3590433799317661313
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	359043379931766437
41.48199	-81.79819	Lakewood	US	America/New_York	8630330696303481313
29.98869	122.20488	Zhoushan	CN	Asia/Shanghai	863033069630348768
-37.9	145.18333	Wheelers Hill	AU	Australia/Melbourne	3590433799317662444
41.6764	-91.58045	Coralville	US	America/Chicago	8630330696303481297
26.9423	68.11759	Tharu Shah	PK	Asia/Karachi	3590433799317661677
41.15376	-87.88754	Bourbonnais	US	America/Chicago	8630330696303482071
43.83125	5.03586	Cavaillon	FR	Europe/Paris	8630330696303481909
35.25064	-91.73625	Searcy	US	America/Chicago	3590433799317661271
30.24706	115.04814	Huangshi	CN	Asia/Shanghai	359043379931766049
5.20856	-74.73584	Honda	CO	America/Bogota	8630330696303481115
41.82143	41.77921	Kobuleti	GE	Asia/Tbilisi	3590433799317661305
50.82709	6.9747	Wesseling	DE	Europe/Berlin	8630330696303481701
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	8630330696303482451
-3.74912	-73.25383	Iquitos	PE	America/Lima	8630330696303482451
-31.4488	-60.93173	Esperanza	AR	America/Argentina/Cordoba	863033069630348875
42.52787	-70.92866	Peabody	US	America/New_York	8630330696303481826
4.2475	9.00472	Idenao	CM	Africa/Douala	3590433799317661396
39.78504	-85.76942	Greenfield	US	America/Indiana/Indianapolis	359043379931766668
22.98212	-80.58556	Corralillo	CU	America/Havana	8630330696303481156
39.43534	-84.20299	Lebanon	US	America/New_York	8630330696303481172
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	3590433799317661826
51.47805	6.8625	Oberhausen	DE	Europe/Berlin	8630330696303481768
45.4473	-73.75335	Dorval	CA	America/Toronto	8630330696303481735
47.90771	106.88324	Ulan Bator	MN	Asia/Ulaanbaatar	8630330696303481164
11.86064	9.0027	Gaya	NG	Africa/Lagos	8630330696303481180
38.06084	-97.92977	Hutchinson	US	America/Chicago	359043379931766155
41.0051	-73.78458	Scarsdale	US	America/New_York	3590433799317662410
42.4251	-71.06616	Malden	US	America/New_York	863033069630348537
19.32932	-98.1664	Contla	MX	America/Mexico_City	8630330696303482337
53.43333	-7.95	Athlone	IE	Europe/Dublin	8630330696303482386
23.07492	88.28637	Pandua	IN	Asia/Kolkata	863033069630348495
39.32288	-76.72803	Woodlawn	US	America/New_York	359043379931766445
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	359043379931766064
50.56149	4.69889	Gembloux	BE	Europe/Brussels	8630330696303481008
3.8801	-77.03116	Buenaventura	CO	America/Bogota	3590433799317661396
38.70734	-77.02303	Fort Washington	US	America/New_York	3590433799317661503
46.32313	-0.45877	Niort	FR	Europe/Paris	8630330696303481669
8.48714	-13.2356	Freetown	SL	Africa/Freetown	863033069630348602
44.99012	-123.02621	Keizer	US	America/Los_Angeles	359043379931766247
35.48199	137.02166	Minokamo	JP	Asia/Tokyo	3590433799317661099
44.31771	9.32241	Chiavari	IT	Europe/Rome	863033069630348958
5.27247	-3.59625	Bonoua	CI	Africa/Abidjan	3590433799317662089
36.08497	9.37082	Siliana	TN	Africa/Tunis	8630330696303481248
9.15093	-79.62098	Chilibre	PA	America/Panama	3590433799317662196
14.46693	75.92694	Davangere	IN	Asia/Kolkata	863033069630348859
48.90982	2.45012	Bobigny	FR	Europe/Paris	359043379931766197
38.47917	-1.325	Jumilla	ES	Europe/Madrid	8630330696303481818
37.30553	120.82747	Zhuangyuan	CN	Asia/Shanghai	359043379931766288
31.84568	-102.36764	Odessa	US	America/Chicago	359043379931766585
43.96222	43.63417	Novopavlovsk	RU	Europe/Moscow	359043379931766338
29.53885	-95.44744	Fresno	US	America/Chicago	359043379931766742
42	21.32778	Saraj	MK	Europe/Skopje	3590433799317662469
39.33427	-76.43941	Middle River	US	America/New_York	863033069630348719
54.39635	24.04142	Alytus	LT	Europe/Vilnius	863033069630348412
40.34912	-111.90466	Saratoga Springs	US	America/Denver	863033069630348198
35.21222	2.31889	Ksar Chellala	DZ	Africa/Algiers	3590433799317661248
48.43174	17.8031	Hlohovec	SK	Europe/Bratislava	3590433799317661800
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	3590433799317662378
49.03685	8.70745	Bretten	DE	Europe/Berlin	8630330696303481974
24.96334	10.18003	Ghat	LY	Africa/Tripoli	8630330696303481073
41.27621	-72.86843	East Haven	US	America/New_York	3590433799317661081
47.4943	-122.24092	Bryn Mawr-Skyway	US	America/Los_Angeles	3590433799317661164
7.83389	-72.47417	Villa del Rosario	CO	America/Bogota	8630330696303481271
33.92946	-116.97725	Beaumont	US	America/Los_Angeles	8630330696303481057
26.68451	-80.66756	Belle Glade	US	America/New_York	863033069630348032
7.6	4.18333	Olupona	NG	Africa/Lagos	8630330696303481388
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	3590433799317662261
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303482105
28.15112	-82.46148	Lutz	US	America/New_York	8630330696303482139
36.61033	-88.31476	Murray	US	America/Chicago	863033069630348784
7.6	4.18333	Olupona	NG	Africa/Lagos	3590433799317661412
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	8630330696303481446
3.02013	30.91105	Arua	UG	Africa/Kampala	359043379931766858
-3.74912	-73.25383	Iquitos	PE	America/Lima	3590433799317661388
39.46667	141.95	Yamada	JP	Asia/Tokyo	863033069630348578
50.71229	4.52529	Rixensart	BE	Europe/Brussels	8630330696303481651
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	3590433799317662006
44.98901	38.94324	Yablonovskiy	RU	Europe/Moscow	8630330696303481594
52.41667	0.75	Thetford	GB	Europe/London	359043379931766239
30.16688	-96.39774	Brenham	US	America/Chicago	3590433799317662097
12.25282	79.41727	Gingee	IN	Asia/Kolkata	8630330696303481669
59.37722	28.19028	Narva	EE	Europe/Tallinn	863033069630348198
26.18924	-98.15529	San Juan	US	America/Chicago	8630330696303481495
3.27833	32.88667	Kitgum	UG	Africa/Kampala	8630330696303482105
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	863033069630348875
51.40944	46.04833	Privolzhskiy	RU	Europe/Saratov	359043379931766668
40.24537	-75.64963	Pottstown	US	America/New_York	359043379931766528
51.955	5.22778	Culemborg	NL	Europe/Amsterdam	3590433799317661404
30.16688	-96.39774	Brenham	US	America/Chicago	8630330696303481263
45.79377	8.88104	Malnate	IT	Europe/Rome	3590433799317662303
11.85	38.01667	Debre Tabor	ET	Africa/Addis_Ababa	863033069630348891
34.65918	109.22921	Yanliang	CN	Asia/Shanghai	8630330696303481412
12.74482	4.52514	Argungu	NG	Africa/Lagos	8630330696303481792
51.35084	-1.99421	Devizes	GB	Europe/London	8630330696303481446
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	359043379931766783
41.24255	-82.61573	Norwalk	US	America/New_York	863033069630348867
33.98154	-81.23621	Lexington	US	America/New_York	863033069630348073
-15.675	-38.94722	Canavieiras	BR	America/Bahia	8630330696303481255
9.3337	122.8637	Santa Catalina	PH	Asia/Manila	8630330696303481024
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	8630330696303481933
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317661826
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	8630330696303481131
10.7375	122.9666	Talisay	PH	Asia/Manila	3590433799317661586
5.4709	100.24529	Batu Feringgi	MY	Asia/Kuala_Lumpur	359043379931766767
29.65163	-82.32483	Gainesville	US	America/New_York	8630330696303481917
43.61092	3.87723	Montpellier	FR	Europe/Paris	8630330696303481040
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	3590433799317661271
37.60876	-77.37331	Mechanicsville	US	America/New_York	8630330696303482337
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	8630330696303481131
52.71083	5.74861	Emmeloord	NL	Europe/Amsterdam	863033069630348354
46.09273	-88.64235	Iron River	US	America/Menominee	3590433799317661511
25.92493	73.66633	Sojat	IN	Asia/Kolkata	8630330696303482105
12.18441	18.69303	Mongo	TD	Africa/Ndjamena	3590433799317661198
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	359043379931766072
41.72059	-87.70172	Evergreen Park	US	America/Chicago	8630330696303481891
-15.675	-38.94722	Canavieiras	BR	America/Bahia	3590433799317662451
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	863033069630348610
51.21667	6.26667	Schwalmtal	DE	Europe/Berlin	8630330696303482303
53.38333	-0.76667	Gainsborough	GB	Europe/London	8630330696303481297
25.6439	77.9129	Narwar	IN	Asia/Kolkata	359043379931766650
36.72544	3.55665	Thenia	DZ	Africa/Algiers	863033069630348636
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348032
43.32393	5.4584	Les Olives	FR	Europe/Paris	359043379931766122
