ts	imei	mwra	c.dogalize	c.android.gm	c.android.chrome	c.android.youtube	c.katana	c.updateassist	c.UCMobile.x86	c.android.vending	c.raider	c.UCMobile.intl
2018-05-05 10:53:00	863033069630348388	1.00000	13.92995	11.25690	13.46021	6.15283	10.10705	59.52991	89.34117	12.25171	59.23396	55.77340
2018-05-05 10:54:00	8630330696303481818	1.00000	7.09743	10.76777	12.21137	8.24366	11.46348	58.48920	55.09204	66.08679	54.13360	30.20816
2018-05-05 10:55:00	359043379931766015	0.00000	13.58248	12.38533	13.36115	12.09573	9.61920	68.15638	61.70201	1.14223	95.35982	55.91618
2018-05-05 10:56:00	359043379931766056	1.00000	11.07928	11.40365	13.50578	9.26275	11.68222	50.97711	61.17767	48.58767	60.86698	63.85699
2018-05-05 10:57:00	3590433799317661107	1.00000	12.07385	11.70754	11.87841	9.62806	9.34021	39.33773	52.69389	9.90228	88.62849	53.18076
2018-05-05 10:58:00	3590433799317662238	0.00000	13.01472	5.99086	11.72415	9.73777	10.63435	39.14578	56.85165	6.78511	52.68260	82.08800
2018-05-05 10:59:00	8630330696303481065	1.00000	16.29569	11.45877	13.47521	11.28182	9.51365	56.56203	57.67983	66.08415	73.73527	13.80659
2018-05-05 11:00:00	8630330696303481388	1.00000	13.52494	7.93311	13.16968	14.47625	12.21524	59.17793	61.79021	62.35464	77.50615	72.81987
2018-05-05 11:01:00	3590433799317661495	1.00000	11.59459	8.82576	12.26869	14.66490	9.15744	53.97940	37.26873	59.97010	76.19831	71.60738
2018-05-05 11:02:00	8630330696303481933	0.00000	10.25654	9.09927	7.30297	9.69680	11.38299	52.39379	62.45838	93.98755	41.70845	47.73056
2018-05-05 11:03:00	359043379931766320	0.00000	14.70131	7.52148	9.30367	7.75718	14.75638	53.81779	60.39832	83.25543	92.05714	52.30227
2018-05-05 11:04:00	359043379931766551	0.00000	11.44750	9.08487	9.28406	8.57301	11.32289	29.35050	55.79674	67.08218	57.71023	7.39700
2018-05-05 11:05:00	863033069630348560	1.00000	13.36875	7.55850	12.51833	8.72601	9.23776	44.89914	44.52454	55.05562	1.97878	2.45690
2018-05-05 11:06:00	359043379931766650	0.00000	10.77418	7.80078	13.30406	9.59912	11.99903	57.72401	69.16650	0.32969	14.06575	58.97970
2018-05-05 11:07:00	8630330696303481081	1.00000	10.44841	7.16713	14.74385	13.85185	8.87056	61.15467	59.79810	3.51096	0.22436	34.99253
2018-05-05 11:08:00	3590433799317661305	0.00000	12.62767	12.04389	11.24119	10.73898	14.00282	30.56001	70.36941	82.60315	90.75519	97.91246
2018-05-05 11:09:00	8630330696303481388	1.00000	12.44366	14.51112	12.29048	10.44271	6.57884	41.77949	73.05051	23.42263	5.37717	91.14424
2018-05-05 11:10:00	8630330696303481479	1.00000	12.14659	8.48621	13.49735	11.47685	8.82495	64.71538	58.61458	62.41357	77.87155	27.66065
2018-05-05 11:11:00	3590433799317661479	1.00000	13.95814	5.26011	11.57986	10.95230	6.73014	51.10678	72.51074	14.31213	70.27406	63.52044
2018-05-05 11:12:00	359043379931766775	1.00000	12.37329	14.83327	16.85017	11.02599	7.94582	70.20788	51.81213	45.14252	72.90646	83.84356
2018-05-05 11:13:00	8630330696303482352	1.00000	6.27987	8.18123	12.15138	14.39014	11.49465	51.70706	73.46510	66.80015	5.32603	9.88827
2018-05-05 11:14:00	3590433799317661958	1.00000	12.10500	9.64669	13.06864	12.66806	11.59919	19.93678	62.16871	41.56560	59.50233	12.85558
2018-05-05 11:15:00	8630330696303481719	1.00000	14.71188	7.97997	12.06083	9.45950	9.58697	33.30314	45.90532	17.64918	58.97704	37.85478
2018-05-05 11:16:00	8630330696303482451	1.00000	9.25194	5.95199	9.42650	12.04520	8.41652	48.55189	9.27581	63.15913	65.15246	78.89350
2018-05-05 11:17:00	359043379931766791	0.00000	12.83921	7.78439	10.13955	6.35134	13.99846	44.21760	50.03932	50.05013	30.95626	23.87663
2018-05-05 11:18:00	8630330696303482097	1.00000	13.60125	12.32959	10.35990	9.85250	9.79821	65.18678	44.26038	10.82147	3.26282	7.71826
2018-05-05 11:19:00	3590433799317661305	0.00000	12.05427	7.17268	9.80847	12.38168	11.24955	49.75130	40.74245	35.31271	92.77284	2.55165
2018-05-05 11:20:00	3590433799317662428	1.00000	12.54343	12.97701	13.92497	14.84020	9.10097	29.77458	71.67306	26.00474	20.77331	53.52501
2018-05-05 11:21:00	359043379931766700	0.00000	11.32045	6.79388	9.37425	9.63647	15.27806	52.77359	67.11093	40.09268	10.24181	65.75018
2018-05-05 11:22:00	3590433799317662048	1.00000	12.23514	11.16242	8.94359	12.30011	12.02658	49.01878	45.71409	5.91274	65.67449	54.80860
2018-05-05 11:23:00	359043379931766205	0.00000	11.82940	8.52171	9.82595	5.78912	8.60849	59.24509	51.92194	24.52094	59.44037	72.16928
2018-05-05 11:24:00	863033069630348578	1.00000	11.68092	11.95834	11.14315	8.63571	9.72407	43.35943	26.59066	25.28368	12.24314	14.81015
2018-05-05 11:25:00	3590433799317662329	1.00000	13.30583	15.85069	14.13909	8.83017	9.32297	60.81178	75.63530	73.43068	24.59406	65.91194
2018-05-05 11:26:00	3590433799317662055	0.00000	13.68540	7.36593	10.56394	9.29170	16.54118	69.52366	81.18485	53.91313	8.60200	37.49612
2018-05-05 11:27:00	3590433799317662089	1.00000	9.45190	10.78571	12.16269	7.36748	11.06940	52.94447	28.65498	75.78233	63.02566	62.36235
2018-05-05 11:28:00	359043379931766155	1.00000	12.18043	12.07527	11.33099	8.25201	8.68520	71.16414	73.95383	27.36278	8.43137	75.49186
2018-05-05 11:29:00	359043379931766098	1.00000	15.96036	14.81155	16.62762	8.75740	11.27336	65.12244	47.56576	98.60221	74.68919	31.07609
2018-05-05 11:30:00	8630330696303482170	0.00000	9.88448	10.19395	8.27299	9.96122	13.28863	44.97694	60.38562	61.97730	77.46984	43.95007
2018-05-05 11:31:00	863033069630348065	0.00000	11.79024	7.24240	10.64936	8.22936	8.36707	49.19312	61.56845	98.25896	80.99895	73.85245
2018-05-05 11:32:00	863033069630348636	1.00000	14.04776	7.72348	7.75953	9.91385	12.28368	51.50853	29.16044	19.58803	36.93069	22.86020
2018-05-05 11:33:00	863033069630348321	1.00000	14.34082	10.36601	11.24732	13.12823	12.98924	50.82034	61.44281	44.49168	66.12312	5.72754
2018-05-05 11:34:00	863033069630348404	0.00000	12.14586	9.61079	7.54419	8.64068	12.29012	33.81915	62.13676	22.34871	40.09459	7.75877
2018-05-05 11:35:00	863033069630348040	0.00000	13.05858	10.61367	9.12646	7.79465	11.03600	47.93387	71.07144	62.36484	61.38232	4.30190
2018-05-05 11:36:00	3590433799317661198	0.00000	13.69643	11.55951	8.14584	12.51482	16.21632	50.30166	51.47270	65.81149	34.58203	89.89375
2018-05-05 11:37:00	8630330696303481040	1.00000	13.04158	11.27774	12.25425	8.79175	8.43249	43.37571	52.49303	58.73104	59.77974	44.12924
2018-05-05 11:38:00	8630330696303481214	1.00000	13.67334	10.28754	12.31652	8.64680	10.35473	37.09849	33.72082	98.13096	57.47351	78.22720
2018-05-05 11:39:00	3590433799317662071	0.00000	13.98642	10.20770	8.94568	9.11816	15.99410	46.83198	52.74764	92.77346	11.81811	99.11465
2018-05-05 11:40:00	8630330696303481776	0.00000	14.52131	7.61330	7.07217	8.49723	13.21705	42.24254	49.14330	31.93114	62.83633	91.09116
2018-05-05 11:41:00	359043379931766270	1.00000	10.65059	9.96990	14.59706	13.46791	7.05224	60.09827	58.25840	12.19455	15.53573	88.27093
2018-05-05 11:42:00	8630330696303482279	1.00000	13.84250	14.62034	18.23073	10.51322	13.49767	56.68906	54.83622	34.29990	9.75727	11.63380
2018-05-05 11:43:00	359043379931766601	0.00000	12.05244	8.89059	9.47031	8.67245	15.58336	53.21793	41.53482	83.13198	43.03234	15.37498
2018-05-05 11:44:00	359043379931766791	1.00000	8.07328	8.81201	11.78578	12.79995	8.99433	60.86255	48.74374	49.20925	1.01202	19.61552
2018-05-05 11:45:00	863033069630348057	1.00000	13.48409	11.80721	13.68482	9.44865	11.66255	43.74469	63.81664	9.73405	35.85264	99.02974
2018-05-05 11:46:00	359043379931766148	1.00000	12.57617	14.79830	14.00574	8.20701	10.68128	67.22836	33.27598	42.04440	34.26407	40.40741
2018-05-05 11:47:00	3590433799317662212	1.00000	9.65961	11.99675	13.68607	6.78694	13.73051	57.91207	48.15664	97.86641	68.67618	68.40258
2018-05-05 11:48:00	3590433799317661826	0.00000	12.95900	7.21207	8.08554	10.12390	16.26471	44.58629	44.19945	3.93648	40.88326	19.38074
2018-05-05 11:49:00	8630330696303481081	0.00000	14.83592	8.89752	9.08751	8.78424	12.27741	50.37106	64.01172	33.51913	83.73604	7.86608
2018-05-05 11:50:00	3590433799317662212	1.00000	12.94882	11.80199	13.50814	8.94861	11.08255	52.53144	67.54995	31.11490	60.98726	66.14221
2018-05-05 11:51:00	3590433799317662287	1.00000	13.08032	13.56393	12.39366	6.94088	10.18747	43.52223	61.85768	81.93091	68.76357	6.98706
2018-05-05 11:52:00	3590433799317662303	0.00000	13.52029	10.48618	8.05413	8.58725	13.29963	38.56520	65.35118	42.76526	32.91449	62.67383
2018-05-05 11:53:00	3590433799317662477	1.00000	11.71254	11.52693	11.14318	12.95155	11.05510	40.11641	56.31737	38.47668	21.48694	24.17816
2018-05-05 11:54:00	8630330696303481750	1.00000	11.15052	6.07935	10.40182	14.76473	7.39875	57.19311	46.28934	5.33214	58.47572	11.91929
2018-05-05 11:55:00	3590433799317661222	0.00000	14.27819	8.25536	9.67973	11.88335	15.33862	35.78504	55.90342	90.10858	69.53651	15.48707
2018-05-05 11:56:00	8630330696303482378	1.00000	11.88742	7.70609	14.44341	12.85491	5.34958	46.88787	43.83157	16.15398	37.33774	65.61021
2018-05-05 11:57:00	8630330696303481008	1.00000	13.95568	13.53124	17.99685	16.22615	11.15795	57.68289	71.34594	64.64760	21.25520	13.07767
2018-05-05 11:58:00	3590433799317661800	1.00000	13.77831	14.73290	11.94337	10.40910	8.71119	44.32298	32.87886	49.64012	65.18273	91.15406
2018-05-05 11:59:00	8630330696303482436	1.00000	15.56342	14.60270	13.18325	11.36769	6.75149	25.75887	48.43074	38.83017	64.06045	36.63543
2018-05-05 12:00:00	3590433799317661776	1.00000	12.78564	11.08811	7.98666	9.79344	14.37980	51.58961	72.52547	41.94203	26.98976	35.01329
2018-05-05 12:01:00	359043379931766197	1.00000	13.82929	17.20983	14.78777	8.26884	5.64494	42.32545	60.62178	1.06265	29.62419	35.27861
2018-05-05 12:02:00	3590433799317662246	1.00000	12.22278	12.51573	13.24706	8.24910	11.88291	42.28910	40.14299	77.82589	48.13410	8.60790
2018-05-05 12:03:00	3590433799317661446	1.00000	13.33850	10.12369	10.13199	6.90351	10.18291	47.35306	35.18437	84.61662	11.90647	56.02332
2018-05-05 12:04:00	359043379931766767	1.00000	12.06454	10.27030	13.53561	14.92188	7.89717	63.05653	69.42708	27.86169	28.10983	9.84818
2018-05-05 12:05:00	3590433799317661420	1.00000	13.51009	13.36496	13.49930	11.08808	9.96087	47.81607	69.66541	37.85739	8.40597	89.63726
2018-05-05 12:06:00	359043379931766015	0.00000	15.66710	12.78674	14.83948	14.12000	10.24282	63.61221	53.41473	33.33304	39.43645	94.87577
2018-05-05 12:07:00	359043379931766593	0.00000	14.16771	6.95752	7.02850	10.34753	11.30128	61.17503	55.89600	48.20271	79.71400	7.93425
2018-05-05 12:08:00	8630330696303481768	1.00000	12.74645	13.24052	11.14435	10.31665	6.78951	49.33124	24.04338	4.77428	21.64072	28.08556
2018-05-05 12:09:00	8630330696303482188	0.00000	11.98406	13.71975	12.33185	12.41065	8.31316	53.39632	64.84030	30.37888	66.08098	90.28087
2018-05-05 12:10:00	3590433799317661073	1.00000	15.06605	14.04675	10.66359	10.40858	5.80380	59.11133	44.45281	63.48725	23.30403	92.89289
2018-05-05 12:11:00	863033069630348354	1.00000	9.53421	5.51688	10.09580	15.04632	5.62645	46.40828	35.06212	57.89659	26.39044	63.79043
2018-05-05 12:12:00	8630330696303481149	1.00000	10.98671	10.00570	8.81798	7.95090	8.78121	39.81783	67.28192	96.27679	92.80108	37.08461
2018-05-05 12:13:00	8630330696303481776	1.00000	14.32873	12.07017	12.08111	10.67189	8.82150	43.54916	58.57114	73.77520	16.54329	2.43886
2018-05-05 12:14:00	3590433799317662220	1.00000	14.11945	9.84320	13.95683	13.68139	9.05470	57.50398	60.34908	20.16619	32.20655	29.41254
2018-05-05 12:15:00	359043379931766460	1.00000	14.27623	7.55254	10.11329	10.17127	9.09487	47.09510	59.10658	80.14249	47.26601	93.72702
2018-05-05 12:16:00	359043379931766890	1.00000	14.17290	14.65246	14.59389	7.91205	10.57130	56.22523	74.95755	76.24959	12.19550	82.93885
2018-05-05 12:17:00	8630330696303481917	1.00000	11.97705	12.24709	11.64782	8.81117	13.97493	36.90397	53.87876	10.77797	67.83590	1.58158
2018-05-05 12:18:00	8630330696303481131	0.00000	12.19510	14.38597	13.76046	7.77541	8.36465	57.78490	70.64770	50.89349	94.84711	57.16094
2018-05-05 12:19:00	3590433799317661354	1.00000	13.14811	9.21097	11.79261	8.53596	9.34333	56.44388	73.94801	11.25102	5.02789	60.61557
2018-05-05 12:20:00	863033069630348495	0.00000	14.67992	8.37465	9.41149	8.70596	11.31345	53.20846	63.70535	74.57721	18.46167	58.07175
2018-05-05 12:21:00	359043379931766858	1.00000	12.34396	10.09214	13.49520	6.77761	9.14608	58.48267	53.77318	58.02116	57.31823	40.88831
2018-05-05 12:22:00	359043379931766742	0.00000	15.04615	9.23654	8.37974	9.62384	13.55506	46.58184	29.53039	71.97772	98.77324	3.64085
2018-05-05 12:23:00	8630330696303482204	1.00000	7.06832	7.74873	13.62413	14.99431	8.56948	77.20773	83.06994	42.73217	97.62332	2.16733
2018-05-05 12:24:00	8630330696303481214	1.00000	16.10378	14.41399	12.98101	11.68941	11.56846	1.56632	54.28912	77.61551	61.62034	85.18471
2018-05-05 12:25:00	863033069630348875	0.00000	13.07520	11.46514	5.68802	6.95001	11.55722	61.09459	62.50530	56.47714	45.46932	29.94900
2018-05-05 12:26:00	8630330696303481651	1.00000	12.83911	10.01872	15.76833	16.16730	10.03550	55.09608	41.11826	19.69809	67.47676	25.85129
2018-05-05 12:27:00	863033069630348321	1.00000	12.94344	7.84184	12.05398	13.37407	9.49263	62.89102	58.06795	16.05916	65.72340	0.71783
2018-05-05 12:28:00	8630330696303481552	1.00000	11.68552	11.72246	10.28920	15.08658	12.02130	49.80008	66.51987	83.09847	95.95443	82.62032
2018-05-05 12:29:00	863033069630348701	0.00000	8.94408	8.37607	5.28789	11.11196	15.91802	51.38992	62.70061	50.78744	26.44566	10.66366
2018-05-05 12:30:00	3590433799317662022	1.00000	14.43600	7.19754	6.65831	7.56542	11.21001	41.59236	80.55046	14.77138	62.36299	2.11676
2018-05-05 12:31:00	3590433799317662162	1.00000	12.57092	14.35752	13.67049	14.40588	10.88711	33.67301	72.90053	80.83709	38.19949	94.83393
2018-05-05 12:32:00	8630330696303481164	1.00000	11.08000	2.63915	12.21480	12.80213	11.21843	41.93996	27.75793	99.23710	83.84082	81.55448
2018-05-05 12:33:00	359043379931766999	1.00000	11.91878	16.18500	18.89706	12.32969	10.75215	52.06664	31.56229	5.70351	66.40149	16.42353
2018-05-05 12:34:00	8630330696303481289	1.00000	12.01776	14.49128	12.63052	6.53891	12.42590	39.33832	53.61473	60.23592	42.99231	81.30300
2018-05-05 12:35:00	359043379931766718	1.00000	11.40335	7.37298	11.04579	9.69089	8.70224	50.88768	74.48109	73.20359	5.08977	78.47145
2018-05-05 12:36:00	3590433799317661362	1.00000	12.82162	11.45573	11.77028	11.53785	7.33472	73.30391	37.87098	29.50810	20.09546	59.53806
2018-05-05 12:37:00	3590433799317661495	0.00000	15.96753	8.69414	9.49829	8.35692	10.76877	44.95315	48.60454	72.28372	56.99310	9.26627
2018-05-05 12:38:00	8630330696303482139	1.00000	10.88768	7.81440	12.68828	13.35691	8.45466	60.96710	47.60675	82.44709	71.57086	40.71288
2018-05-05 12:39:00	863033069630348586	1.00000	14.86922	7.44611	15.25867	15.80644	8.41196	50.86721	66.98512	67.59185	26.74163	38.17439
2018-05-05 12:40:00	8630330696303481875	1.00000	10.83099	10.93229	12.11389	7.67643	11.83041	93.01156	55.86458	56.55141	23.11536	51.08952
2018-05-05 12:41:00	8630330696303481222	1.00000	12.92583	12.58651	10.52495	5.86641	10.34623	26.68032	53.05284	6.60566	81.85727	32.19386
2018-05-05 12:42:00	8630330696303481941	0.00000	15.10556	10.54950	7.87410	9.55858	14.27856	65.79614	39.30466	47.19102	41.41575	14.92553
2018-05-05 12:43:00	359043379931766833	0.00000	13.90633	7.77300	11.37434	10.21049	10.76655	52.97249	70.74913	63.13152	66.79027	17.13722
2018-05-05 12:44:00	863033069630348875	1.00000	9.14238	5.90406	10.34932	11.48024	9.51282	39.78233	58.65367	36.89402	39.30903	67.27604
2018-05-05 12:45:00	8630330696303482113	1.00000	13.85998	13.83087	12.97707	7.71699	7.76696	50.90741	64.83480	33.22965	13.87061	29.71200
2018-05-05 12:46:00	3590433799317661073	1.00000	9.64859	11.68897	8.44745	5.11914	8.28212	33.45839	59.10578	84.25910	2.46741	71.56269
2018-05-05 12:47:00	8630330696303481685	0.00000	15.11332	9.79118	7.89457	7.13587	12.07343	77.17849	58.65405	31.20762	48.46931	52.10347
2018-05-05 12:48:00	8630330696303481420	1.00000	14.51887	15.61825	13.13457	9.08903	6.38159	52.40512	45.36787	10.78125	19.98191	2.80298
2018-05-05 12:49:00	359043379931766601	0.00000	11.66294	11.10204	6.82488	11.31860	10.55838	46.96515	35.78182	55.93627	80.67370	49.09901
2018-05-05 12:50:00	8630330696303481214	1.00000	11.53777	10.79729	11.81718	16.00327	10.03718	55.64579	61.62079	40.94959	98.17242	36.16243
2018-05-05 12:51:00	863033069630348016	0.00000	15.42944	8.84037	7.52301	9.56409	12.51742	55.24195	37.27128	53.39480	18.87055	60.62346
2018-05-05 12:52:00	359043379931766494	0.00000	13.42738	7.64586	8.55629	9.91269	12.17924	50.49514	63.13405	99.45240	39.57466	22.58534
2018-05-05 12:53:00	3590433799317661602	1.00000	12.22358	12.17344	14.51592	8.59687	8.31422	48.12696	13.27813	43.47208	95.52127	91.09262
2018-05-05 12:54:00	8630330696303482188	0.00000	10.14413	10.63347	11.10205	7.84180	7.11401	34.35016	58.91694	10.11038	99.76375	1.43597
2018-05-05 12:55:00	359043379931766098	0.00000	7.69019	4.95704	12.88272	12.74364	5.69152	46.75532	58.94028	96.11386	48.44377	95.17645
2018-05-05 12:56:00	3590433799317662105	1.00000	13.67207	12.07076	13.87835	11.95331	8.03079	33.60451	37.22282	41.07953	92.28889	55.44178
2018-05-05 12:57:00	8630330696303481644	0.00000	12.66995	11.81986	10.90930	8.82366	12.19134	58.22369	40.15418	66.76815	92.67549	31.31047
2018-05-05 12:58:00	863033069630348453	1.00000	14.52331	17.32606	15.74811	12.20417	8.25380	55.12412	54.35974	90.17694	70.63745	52.05227
2018-05-05 12:59:00	8630330696303482469	0.00000	12.96257	10.03570	9.35088	9.87148	14.29593	41.81656	62.43362	3.08730	20.68394	18.52727
2018-05-05 13:00:00	8630330696303481297	0.00000	13.50920	9.11581	10.37687	8.27940	11.07129	51.91670	47.23207	66.61539	80.87503	26.89450
2018-05-05 13:01:00	359043379931766619	1.00000	18.21655	12.56319	17.29436	18.88147	10.86839	62.41671	55.97684	94.26714	28.00290	25.81209
