ts	imei	mwra	p.android.gm	p.android.externalstorage	p.android.documentsui	p.system	p.android.settings	p.android.packageinstaller	p.android.chrome	p.android.defcontainer	p.gms.persistent	p.notifier	p.dogalize	p.inputmethod.latin	p.simulator	p.android.gms	p.android.vending	p.katana	p.process.gapps	p.google	p.olauncher	p.browser.provider
2018-05-05 10:36:00	8630330696303481693	0.00000	10.42656	12.98551	8.46434	8.44351	14.55326	12.56669	4.46238	0.07116	56.81024	43.17875	55.51026	12.28588	70.96529	64.25256	21.86618	35.41352	95.41681	67.92800	7.06436	91.98299
2018-05-05 10:37:00	359043379931766981	0.00000	11.16234	9.79652	15.16082	10.89716	8.49413	14.51954	10.72951	0.00316	56.82762	57.75097	50.74388	32.13798	90.89166	96.53078	83.68952	6.91585	95.95053	9.40475	54.38480	22.82261
2018-05-05 10:38:00	863033069630348594	0.00000	13.03927	10.96078	14.76590	9.65606	12.24158	12.35132	11.44350	0.00957	64.69022	64.04497	43.52930	86.79278	56.32158	97.71041	36.11881	70.65849	34.78697	30.71901	58.61728	10.35784
2018-05-05 10:39:00	3590433799317662279	1.00000	11.76881	7.73868	8.94656	15.21571	8.85967	9.88927	8.22388	0.00064	72.63266	52.43292	52.15100	55.27637	93.38111	27.76641	76.54671	12.43186	84.39000	29.76067	61.40003	74.18153
2018-05-05 10:40:00	359043379931766494	1.00000	12.99776	9.49832	8.77690	13.36753	8.64940	7.91667	9.95720	0.00240	54.96421	52.96987	48.43559	43.41166	45.60376	31.96891	24.05246	31.71242	85.91692	19.00662	62.80281	15.87561
2018-05-05 10:41:00	8630330696303481032	1.00000	11.87358	7.02914	8.59207	14.03424	11.84688	10.18824	11.23395	0.00033	40.36103	49.39340	34.14426	18.74646	75.14473	74.51543	11.78917	30.18111	4.83222	33.80302	67.66197	30.21638
2018-05-05 10:42:00	359043379931766494	1.00000	12.72556	8.76937	7.58068	13.31067	10.45377	8.08676	10.08701	0.00124	87.08285	66.34670	36.65454	8.53361	73.63917	36.96791	59.80429	60.77071	19.33102	80.48421	69.36891	32.48733
2018-05-05 10:43:00	3590433799317661644	0.00000	4.08875	11.67441	9.93063	18.66249	12.37276	8.23038	6.73406	0.01937	42.52304	71.46303	41.17064	63.29934	97.80950	28.20746	53.78122	36.39617	45.37968	50.45191	47.51873	1.91786
2018-05-05 10:44:00	359043379931766163	1.00000	8.59444	15.75098	14.91091	9.57274	10.26031	6.06090	11.73809	1.12807	48.35598	65.88084	58.82977	63.19941	17.16878	62.96788	20.59907	11.40622	13.50169	18.70886	52.29877	87.30949
2018-05-05 10:45:00	359043379931766981	0.00000	13.48700	15.55156	10.31192	8.25580	9.33132	12.95800	7.27952	0.92414	60.69910	64.08606	46.35268	3.60065	5.34135	53.46498	72.70754	50.32052	19.52665	20.86071	55.06758	6.11378
2018-05-05 10:46:00	3590433799317662287	1.00000	8.71379	13.89893	13.16824	13.97253	11.84362	9.23479	13.42453	0.17721	62.03528	41.91774	60.64126	20.63201	78.52527	75.03816	87.27228	24.63918	62.12238	90.12846	25.41970	36.21357
2018-05-05 10:47:00	3590433799317661099	1.00000	9.18137	14.60586	12.65112	10.59354	13.13369	7.82998	5.86273	0.35906	33.96688	50.44654	51.88636	69.83718	73.00737	7.43649	18.54940	32.18148	86.62151	47.81598	5.32648	47.18955
2018-05-05 10:48:00	863033069630348552	1.00000	12.39349	12.06115	8.79116	12.17898	8.17074	8.43168	7.37101	0.02844	31.97543	46.30947	42.79349	66.67528	92.45505	59.94832	58.88746	96.26618	29.51861	4.82643	24.77130	5.61978
2018-05-05 10:49:00	863033069630348453	1.00000	9.40726	14.40056	16.48650	10.75395	10.38934	11.93656	10.15108	0.29248	65.21679	24.74920	59.57095	20.14397	0.50124	80.62585	22.13269	46.46965	7.19298	4.96807	86.61504	43.15430
2018-05-05 10:50:00	3590433799317661149	0.00000	7.19560	12.28651	12.05437	14.10203	11.75786	11.50023	12.51864	0.03555	80.46773	61.02601	44.66617	61.61688	28.09565	92.27051	55.32179	44.07485	51.11158	79.74347	76.35368	23.49167
2018-05-05 10:51:00	359043379931766817	1.00000	12.02548	13.18558	15.73505	13.74085	9.81739	11.96289	15.34296	0.08704	50.09770	55.84791	55.16009	36.78899	83.49500	32.40109	94.20222	67.62051	59.37851	5.45974	54.75465	27.89463
2018-05-05 10:52:00	863033069630348297	1.00000	13.88964	6.19530	13.15575	8.58671	6.51028	3.34759	10.53226	0.00041	61.07076	48.33321	57.85684	53.30136	8.33980	53.84083	68.03342	76.83003	19.06255	75.30547	91.68760	5.75025
2018-05-05 10:53:00	863033069630348388	1.00000	14.08039	8.47896	9.36839	11.23982	5.51902	8.72648	7.02847	0.00106	42.52194	52.85135	49.85739	85.95454	63.84056	14.69236	49.49154	21.24230	65.07423	99.88878	44.23516	75.82290
2018-05-05 10:54:00	8630330696303481818	1.00000	11.59827	5.45603	12.59971	9.65562	9.14636	2.46495	11.05027	0.00018	79.55087	57.48676	69.67846	15.32388	8.71203	49.53229	96.14582	39.59401	24.01617	80.16136	70.54419	28.76587
2018-05-05 10:55:00	359043379931766015	0.00000	9.63755	11.63030	13.58396	9.39140	11.71935	9.39972	10.63478	0.01856	49.30676	66.56035	53.17324	86.04787	96.49148	21.31986	71.25792	77.00095	83.99055	96.17464	35.87686	26.87796
2018-05-05 10:56:00	359043379931766056	1.00000	13.89592	8.07691	10.67615	9.28001	9.05129	5.00820	8.44471	0.00096	80.01417	41.16864	52.79910	22.95696	37.24644	25.43807	25.63873	24.92869	36.30660	64.90374	52.54397	64.05245
2018-05-05 10:57:00	3590433799317661107	1.00000	14.48210	10.94265	9.93426	9.20383	9.97869	6.16655	9.92598	0.00942	36.27196	50.05656	52.48452	63.17113	59.45415	33.66955	50.90619	34.33028	57.63030	58.63203	66.39729	20.15891
2018-05-05 10:58:00	3590433799317662238	0.00000	12.12127	16.51781	9.09960	10.47220	10.41646	13.32925	5.07727	2.42850	25.16743	56.53178	44.76498	84.03574	79.57640	50.26659	86.17945	50.23327	29.26601	94.20020	83.89142	46.20865
2018-05-05 10:59:00	8630330696303481065	1.00000	10.58604	8.67146	9.62303	16.26039	9.65957	12.62612	9.02606	0.00136	47.76418	67.77637	41.68606	99.58344	35.91676	87.92868	68.74704	45.20251	56.90627	98.44005	65.62793	99.02484
2018-05-05 11:00:00	8630330696303481388	1.00000	10.56768	13.82558	15.74171	10.94267	11.44719	9.76790	10.84771	0.16462	63.55063	57.44097	69.37406	57.61393	62.34198	54.33564	54.36855	70.29131	81.28121	11.24912	71.85749	9.12899
2018-05-05 11:01:00	3590433799317661495	1.00000	9.93477	14.05339	11.79657	13.86462	13.66034	7.96045	10.35752	0.20678	64.11052	18.44571	45.72883	20.94988	78.26059	67.89450	15.93487	85.85368	28.55105	90.57628	90.02300	39.89547
2018-05-05 11:02:00	8630330696303481933	0.00000	11.80968	13.49737	10.33237	9.89256	12.81407	11.96552	6.28163	0.11883	29.71732	35.08740	61.91729	47.06156	45.04105	94.92893	44.13302	91.97481	15.43361	11.28813	35.73399	25.72988
2018-05-05 11:03:00	359043379931766320	0.00000	9.53075	14.55742	12.39935	12.04147	7.90741	11.79296	16.59207	0.34205	50.18465	36.35927	71.00377	78.33911	8.56396	28.14321	83.95084	27.48906	0.47992	41.23348	68.13093	7.48654
2018-05-05 11:04:00	359043379931766551	0.00000	9.36160	14.43312	13.58076	11.01777	8.09183	13.68511	15.17846	0.30230	45.21471	46.59069	49.10553	2.95042	13.57452	71.67955	84.16846	63.14930	33.00574	47.10241	78.50116	40.41770
2018-05-05 11:05:00	863033069630348560	1.00000	9.87537	11.19141	12.88406	13.32696	14.72714	10.00083	6.52121	0.01208	67.49821	66.20427	59.65196	42.89818	67.53542	45.54988	87.38090	13.36781	96.70260	32.77386	63.47232	44.60514
2018-05-05 11:06:00	359043379931766650	0.00000	9.09826	11.65335	15.20349	14.60127	8.21535	13.95991	10.33903	0.01899	67.75092	61.63341	32.44694	52.89101	45.10943	87.29033	31.67745	19.15545	37.70254	49.67091	83.38196	40.79998
2018-05-05 11:07:00	8630330696303481081	1.00000	10.86234	12.10996	14.04011	14.43511	15.13757	11.00415	9.50187	0.02991	34.70577	31.59036	60.65100	82.23603	67.90502	70.45707	60.32426	62.29522	90.30996	58.21552	47.15306	20.14743
2018-05-05 11:08:00	3590433799317661305	0.00000	8.77752	10.78671	10.86946	13.68348	9.69530	12.87807	10.00012	0.00826	44.27126	49.70503	67.78114	56.94059	23.42281	26.98420	14.73273	35.66807	51.25596	21.86387	4.50979	7.78530
2018-05-05 11:09:00	8630330696303481388	1.00000	13.05439	9.56440	6.50426	12.98105	11.20349	10.92875	9.49457	0.00248	43.28440	47.73783	58.17020	7.39225	55.50803	58.30368	29.59118	85.45678	21.17583	30.27620	2.76725	83.64794
2018-05-05 11:10:00	8630330696303481479	1.00000	9.90148	8.81774	10.55430	15.38187	15.78228	9.78190	6.96571	0.00139	54.53766	34.91970	46.20738	31.97917	4.74986	10.78244	71.06362	76.69087	70.44198	81.53058	35.79412	96.71838
2018-05-05 11:11:00	3590433799317661479	1.00000	10.22084	13.18387	13.19426	14.73251	14.98503	12.11848	4.95786	0.08681	40.91349	47.57291	51.08505	14.62064	53.40935	50.74928	70.51885	77.33295	24.46224	74.30375	55.58142	15.45614
2018-05-05 11:12:00	359043379931766775	1.00000	13.74974	8.99846	7.51166	11.68562	7.46398	6.66893	8.09463	0.00153	54.11555	35.15617	51.69486	53.62343	57.36692	11.59881	19.23672	26.96980	76.02037	86.43105	83.18393	79.16826
2018-05-05 11:13:00	8630330696303482352	1.00000	11.22139	11.48174	13.50668	14.38476	13.24909	7.76480	11.78571	0.01597	69.10777	48.59000	46.42033	17.26372	21.86794	39.53446	59.98384	28.42146	16.06233	10.21909	68.37843	1.20105
2018-05-05 11:14:00	3590433799317661958	1.00000	10.29243	11.26863	14.43331	11.02155	12.73537	8.20222	10.84149	0.01312	50.62988	44.04809	55.42666	42.63689	27.08234	23.49965	67.15446	30.52056	10.24081	23.35766	10.07008	75.05666
2018-05-05 11:15:00	8630330696303481719	1.00000	8.90598	11.28657	14.67180	12.04619	12.65390	11.80504	6.93891	0.01331	41.12126	36.80863	48.75323	60.62467	39.56689	47.62523	9.64293	60.66191	84.79828	65.45704	53.33110	12.35084
2018-05-05 11:16:00	8630330696303482451	1.00000	11.21310	12.22437	14.94885	11.24817	12.40537	9.23278	7.28927	0.03350	48.39625	45.36026	37.92838	46.01196	62.14083	41.49726	68.20624	22.42311	32.95996	65.30969	37.11953	42.90693
2018-05-05 11:17:00	359043379931766791	0.00000	11.29941	9.11747	17.89706	10.26495	12.13901	12.54312	12.22300	0.00180	33.12639	61.06646	46.52434	19.76232	81.94569	65.71934	75.81309	23.58062	46.04899	20.89900	73.66048	31.31086
2018-05-05 11:18:00	8630330696303482097	1.00000	12.94008	8.86918	9.64252	13.37213	10.94031	12.00064	9.96575	0.00146	78.13445	48.07325	62.80577	70.14998	58.49357	25.06278	3.08844	60.57619	51.73685	47.49804	71.24922	26.96474
2018-05-05 11:19:00	3590433799317661305	0.00000	13.30154	15.76148	10.20851	8.50744	13.40814	12.77621	7.51157	1.14014	64.75898	44.72093	29.09452	65.83207	35.73042	58.86860	75.14110	89.22163	19.58925	70.47433	2.88248	38.08340
2018-05-05 11:20:00	3590433799317662428	1.00000	9.52407	12.91628	11.23682	12.18135	13.13634	7.62469	11.95876	0.06642	68.47798	30.21187	42.85494	4.59462	62.42823	72.03401	15.86764	39.29814	45.86387	77.06229	76.47266	50.27027
2018-05-05 11:21:00	359043379931766700	0.00000	7.78234	13.30262	12.98171	12.56231	10.79729	12.77714	14.91556	0.09779	30.25029	40.99283	54.55209	67.68627	88.07007	64.34700	61.62597	37.72704	19.29207	53.37830	16.65163	46.24013
2018-05-05 11:22:00	3590433799317662048	1.00000	10.07946	11.09009	13.34905	9.52308	10.49505	9.38144	10.68580	0.01098	65.98869	30.87013	48.16695	55.22716	5.20742	2.83973	91.73611	17.07564	77.27600	81.50787	34.49395	7.53055
2018-05-05 11:23:00	359043379931766205	0.00000	14.59909	16.11399	12.94517	9.38959	10.00452	12.83054	9.67024	1.62177	57.18936	27.65280	45.14759	65.22461	9.71022	22.84245	70.45758	12.59616	93.69025	25.98800	12.66440	71.80146
2018-05-05 11:24:00	863033069630348578	1.00000	13.41073	7.58204	9.43019	11.84809	10.91511	9.41121	10.70280	0.00052	63.20398	42.03850	61.73516	90.28144	63.88815	47.82892	28.84045	63.99687	57.76572	8.03845	23.74722	13.25054
2018-05-05 11:25:00	3590433799317662329	1.00000	14.11673	10.24105	5.60538	13.29914	7.91607	7.43015	6.31026	0.00486	66.68394	65.52676	54.29390	28.35115	13.07411	42.17934	77.04119	16.58629	52.17869	91.67158	20.79527	52.01683
2018-05-05 11:26:00	3590433799317662055	0.00000	9.50240	12.62926	12.99890	12.45040	9.83383	13.44178	11.18285	0.04990	47.58404	45.77368	68.51116	95.82269	87.71198	83.13762	51.09218	92.72491	19.03687	33.42644	62.12058	19.63692
2018-05-05 11:27:00	3590433799317662089	1.00000	14.22375	6.84255	11.40061	8.42063	7.60250	5.75739	9.18945	0.00040	51.41258	41.10768	36.73454	44.24150	85.61938	73.11670	4.65407	26.74907	5.81903	58.53505	7.80439	63.57440
2018-05-05 11:28:00	359043379931766155	1.00000	11.52627	9.19672	11.54463	13.60331	8.71595	9.75749	11.17292	0.00183	41.18945	60.78096	35.94148	22.93645	18.40233	22.08969	67.09271	49.27594	23.68888	75.13562	60.28696	74.07310
2018-05-05 11:29:00	359043379931766098	1.00000	16.47956	11.13485	7.75966	11.05076	4.86454	6.94770	4.85636	0.01141	62.61987	50.05123	36.03234	91.91854	0.09860	26.46718	11.04808	61.23418	57.58625	33.66655	66.51479	25.57665
2018-05-05 11:30:00	8630330696303482170	0.00000	11.45352	10.10348	14.34461	9.16715	10.20933	13.98816	13.94550	0.00419	49.47138	39.38192	48.46596	27.96742	35.86238	21.27956	85.65810	11.98708	65.86134	13.68278	10.67628	89.01381
2018-05-05 11:31:00	863033069630348065	0.00000	13.57606	12.50006	13.53168	11.17600	12.08033	11.37388	11.66395	0.04403	28.91551	51.57536	63.72674	15.49733	6.56991	57.75290	92.03962	86.11281	69.99086	24.90972	72.86346	82.15427
2018-05-05 11:32:00	863033069630348636	1.00000	12.66688	12.76275	12.67982	12.33545	15.04365	14.31212	9.21167	0.05707	63.65739	39.42184	38.56967	65.32410	93.15561	99.37155	21.25188	87.23295	29.85888	18.67286	39.80121	86.38893
2018-05-05 11:33:00	863033069630348321	1.00000	6.56413	12.54065	13.40640	12.88110	9.08756	9.97467	10.94881	0.04588	55.59331	47.26870	59.18131	88.76834	33.05877	90.24819	13.33498	49.03340	3.92854	44.87290	20.36753	29.42218
2018-05-05 11:34:00	863033069630348404	0.00000	9.17331	12.16551	12.62836	13.50429	9.46444	11.70127	13.30212	0.03159	56.29364	43.79279	59.87971	42.88662	79.10640	95.02844	58.13287	76.22618	10.95565	55.75292	67.33956	88.50616
2018-05-05 11:35:00	863033069630348040	0.00000	14.69582	13.68738	13.87711	10.95193	12.32900	12.26415	12.32161	0.14362	84.90692	51.76458	35.91243	82.84863	12.89509	57.47927	35.43773	60.54406	66.48192	58.64830	4.81837	78.55687
2018-05-05 11:36:00	3590433799317661198	0.00000	13.06898	15.09242	8.80302	6.11090	13.57271	13.95689	4.90495	0.58424	31.78665	52.47525	38.07120	42.39790	42.05187	36.11027	44.63940	68.41846	66.18504	46.84196	99.17939	13.65544
2018-05-05 11:37:00	8630330696303481040	1.00000	12.58039	8.08906	7.83636	12.16638	8.94475	7.92612	9.24666	0.00075	77.74463	23.82603	47.39693	10.34845	2.19491	2.11924	18.89207	14.62744	21.94828	6.02308	13.20338	87.05211
2018-05-05 11:38:00	8630330696303481214	1.00000	10.02861	11.74909	12.35210	14.04251	8.69731	9.33201	8.49416	0.02082	51.74890	69.18298	64.00902	64.39786	24.62061	18.65839	47.90569	97.43660	6.27753	40.62945	74.45789	49.38455
2018-05-05 11:39:00	3590433799317662071	0.00000	10.91272	14.44815	11.38712	16.29791	10.19184	11.50961	11.89409	0.30666	37.34069	52.18816	50.30753	80.69770	9.27396	67.07777	7.66782	34.36982	30.07421	9.87790	46.83633	76.18762
2018-05-05 11:40:00	8630330696303481776	0.00000	12.74912	11.12738	9.36394	5.36485	11.38399	6.94468	8.74033	0.01123	54.75718	35.10506	68.87032	33.21919	99.28666	18.44971	10.70477	15.02117	18.61595	90.50698	82.86383	42.54663
2018-05-05 11:41:00	359043379931766270	1.00000	10.69179	13.24338	11.17036	11.45169	14.44218	7.26341	10.21369	0.09224	51.25910	52.92719	56.66208	23.61956	16.23261	1.04276	56.93834	59.57807	21.44407	51.64731	49.51146	24.16073
2018-05-05 11:42:00	8630330696303482279	1.00000	15.73898	6.26327	5.54636	13.17204	7.56787	7.37800	5.56344	0.00040	60.50454	30.92658	42.56814	43.17285	55.89525	50.94861	79.52397	86.91231	51.05468	50.82803	80.47567	3.32893
2018-05-05 11:43:00	359043379931766601	0.00000	10.69109	11.93956	13.15056	7.20065	12.20973	11.24685	8.29634	0.02522	31.85605	50.20530	68.72241	91.61383	78.72432	73.76154	60.94305	73.05971	85.32890	53.50096	93.98743	4.89901
2018-05-05 11:44:00	359043379931766791	1.00000	11.45926	12.13781	14.16025	12.11721	12.66527	8.28385	10.09408	0.03054	63.66506	33.87063	61.23125	35.52756	73.44758	79.78460	22.54379	58.65233	37.21130	39.94524	74.41757	90.29436
2018-05-05 11:45:00	863033069630348057	1.00000	13.93175	5.37663	9.41644	12.87554	7.43170	8.21293	9.72163	0.00022	50.93932	48.63725	42.59706	29.64465	69.80079	6.65558	41.95613	32.22179	63.94150	87.22399	58.93899	51.94747
2018-05-05 11:46:00	359043379931766148	1.00000	14.91088	9.17428	6.51238	11.22897	7.87476	5.74139	6.02257	0.00190	60.53630	49.18708	60.81678	77.06262	35.62422	87.88156	5.90457	41.36062	70.93263	29.50510	99.98626	51.91688
2018-05-05 11:47:00	3590433799317662212	1.00000	13.77998	6.23327	8.80144	11.51348	9.62212	5.00699	8.07494	0.00040	38.06992	39.92443	49.02858	37.70592	39.52316	77.13633	49.03989	53.32378	3.23769	3.99446	82.70061	48.99835
